,Buying,Maint,Doors,Persons,Lugboot,Safety,y
821,3,1,4,4,1,2,negative
822,3,1,4,4,1,3,negative
823,3,1,4,4,2,1,negative
824,3,1,4,4,2,2,negative
825,3,1,4,4,2,3,negative
826,3,1,4,4,3,1,negative
827,3,1,4,4,3,2,negative
828,3,1,4,4,3,3,negative
829,3,1,4,5,1,1,negative
830,3,1,4,5,1,2,negative
831,3,1,4,5,1,3,negative
832,3,1,4,5,2,1,negative
833,3,1,4,5,2,2,negative
834,3,1,4,5,2,3,negative
835,3,1,4,5,3,1,negative
836,3,1,4,5,3,2,negative
837,3,1,4,5,3,3,negative
838,3,1,5,2,1,1,negative
839,3,1,5,2,1,2,negative
840,3,1,5,2,1,3,negative
841,3,1,5,2,2,1,negative
842,3,1,5,2,2,2,negative
843,3,1,5,2,2,3,negative
844,3,1,5,2,3,1,negative
845,3,1,5,2,3,2,negative
846,3,1,5,2,3,3,negative
847,3,1,5,4,1,1,negative
848,3,1,5,4,1,2,negative
849,3,1,5,4,1,3,negative
850,3,1,5,4,2,1,negative
851,3,1,5,4,2,2,negative
852,3,1,5,4,2,3,negative
853,3,1,5,4,3,1,negative
854,3,1,5,4,3,2,negative
855,3,1,5,4,3,3,negative
856,3,1,5,5,1,1,negative
857,3,1,5,5,1,2,negative
858,3,1,5,5,1,3,negative
859,3,1,5,5,2,1,negative
860,3,1,5,5,2,2,negative
861,3,1,5,5,2,3,negative
862,3,1,5,5,3,1,negative
863,3,1,5,5,3,2,negative
864,3,1,5,5,3,3,negative
865,2,4,2,2,1,1,negative
866,2,4,2,2,1,2,negative
867,2,4,2,2,1,3,negative
868,2,4,2,2,2,1,negative
869,2,4,2,2,2,2,negative
870,2,4,2,2,2,3,negative
871,2,4,2,2,3,1,negative
872,2,4,2,2,3,2,negative
873,2,4,2,2,3,3,negative
874,2,4,2,4,1,1,negative
875,2,4,2,4,1,2,negative
876,2,4,2,4,1,3,negative
877,2,4,2,4,2,1,negative
878,2,4,2,4,2,2,negative
879,2,4,2,4,2,3,negative
880,2,4,2,4,3,1,negative
881,2,4,2,4,3,2,negative
882,2,4,2,4,3,3,negative
883,2,4,2,5,1,1,negative
884,2,4,2,5,1,2,negative
885,2,4,2,5,1,3,negative
886,2,4,2,5,2,1,negative
887,2,4,2,5,2,2,negative
888,2,4,2,5,2,3,negative
889,2,4,2,5,3,1,negative
890,2,4,2,5,3,2,negative
891,2,4,2,5,3,3,negative
892,2,4,3,2,1,1,negative
893,2,4,3,2,1,2,negative
894,2,4,3,2,1,3,negative
895,2,4,3,2,2,1,negative
896,2,4,3,2,2,2,negative
897,2,4,3,2,2,3,negative
898,2,4,3,2,3,1,negative
899,2,4,3,2,3,2,negative
900,2,4,3,2,3,3,negative
901,2,4,3,4,1,1,negative
902,2,4,3,4,1,2,negative
903,2,4,3,4,1,3,negative
904,2,4,3,4,2,1,negative
905,2,4,3,4,2,2,negative
906,2,4,3,4,2,3,negative
907,2,4,3,4,3,1,negative
908,2,4,3,4,3,2,negative
909,2,4,3,4,3,3,negative
910,2,4,3,5,1,1,negative
911,2,4,3,5,1,2,negative
912,2,4,3,5,1,3,negative
913,2,4,3,5,2,1,negative
914,2,4,3,5,2,2,negative
915,2,4,3,5,2,3,negative
916,2,4,3,5,3,1,negative
917,2,4,3,5,3,2,negative
918,2,4,3,5,3,3,negative
919,2,4,4,2,1,1,negative
920,2,4,4,2,1,2,negative
921,2,4,4,2,1,3,negative
922,2,4,4,2,2,1,negative
923,2,4,4,2,2,2,negative
924,2,4,4,2,2,3,negative
925,2,4,4,2,3,1,negative
926,2,4,4,2,3,2,negative
927,2,4,4,2,3,3,negative
928,2,4,4,4,1,1,negative
929,2,4,4,4,1,2,negative
930,2,4,4,4,1,3,negative
931,2,4,4,4,2,1,negative
932,2,4,4,4,2,2,negative
933,2,4,4,4,2,3,negative
934,2,4,4,4,3,1,negative
935,2,4,4,4,3,2,negative
936,2,4,4,4,3,3,negative
937,2,4,4,5,1,1,negative
938,2,4,4,5,1,2,negative
939,2,4,4,5,1,3,negative
940,2,4,4,5,2,1,negative
941,2,4,4,5,2,2,negative
942,2,4,4,5,2,3,negative
943,2,4,4,5,3,1,negative
944,2,4,4,5,3,2,negative
945,2,4,4,5,3,3,negative
946,2,4,5,2,1,1,negative
947,2,4,5,2,1,2,negative
948,2,4,5,2,1,3,negative
949,2,4,5,2,2,1,negative
950,2,4,5,2,2,2,negative
951,2,4,5,2,2,3,negative
952,2,4,5,2,3,1,negative
953,2,4,5,2,3,2,negative
954,2,4,5,2,3,3,negative
955,2,4,5,4,1,1,negative
956,2,4,5,4,1,2,negative
957,2,4,5,4,1,3,negative
958,2,4,5,4,2,1,negative
959,2,4,5,4,2,2,negative
960,2,4,5,4,2,3,negative
961,2,4,5,4,3,1,negative
962,2,4,5,4,3,2,negative
963,2,4,5,4,3,3,negative
964,2,4,5,5,1,1,negative
965,2,4,5,5,1,2,negative
966,2,4,5,5,1,3,negative
967,2,4,5,5,2,1,negative
968,2,4,5,5,2,2,negative
969,2,4,5,5,2,3,negative
970,2,4,5,5,3,1,negative
971,2,4,5,5,3,2,negative
972,2,4,5,5,3,3,negative
973,2,3,2,2,1,1,negative
974,2,3,2,2,1,2,negative
975,2,3,2,2,1,3,negative
976,2,3,2,2,2,1,negative
977,2,3,2,2,2,2,negative
978,2,3,2,2,2,3,negative
979,2,3,2,2,3,1,negative
980,2,3,2,2,3,2,negative
981,2,3,2,2,3,3,negative
982,2,3,2,4,1,1,negative
983,2,3,2,4,1,2,negative
984,2,3,2,4,1,3,negative
985,2,3,2,4,2,1,negative
986,2,3,2,4,2,2,negative
987,2,3,2,4,2,3,negative
988,2,3,2,4,3,1,negative
989,2,3,2,4,3,2,negative
990,2,3,2,4,3,3,negative
991,2,3,2,5,1,1,negative
992,2,3,2,5,1,2,negative
993,2,3,2,5,1,3,negative
994,2,3,2,5,2,1,negative
995,2,3,2,5,2,2,negative
996,2,3,2,5,2,3,negative
997,2,3,2,5,3,1,negative
998,2,3,2,5,3,2,negative
999,2,3,2,5,3,3,negative
1000,2,3,3,2,1,1,negative
1001,2,3,3,2,1,2,negative
1002,2,3,3,2,1,3,negative
1003,2,3,3,2,2,1,negative
1004,2,3,3,2,2,2,negative
1005,2,3,3,2,2,3,negative
1006,2,3,3,2,3,1,negative
1007,2,3,3,2,3,2,negative
1008,2,3,3,2,3,3,negative
1009,2,3,3,4,1,1,negative
1010,2,3,3,4,1,2,negative
1011,2,3,3,4,1,3,negative
1012,2,3,3,4,2,1,negative
1013,2,3,3,4,2,2,negative
1014,2,3,3,4,2,3,negative
1015,2,3,3,4,3,1,negative
1016,2,3,3,4,3,2,negative
1017,2,3,3,4,3,3,negative
1018,2,3,3,5,1,1,negative
1019,2,3,3,5,1,2,negative
1020,2,3,3,5,1,3,negative
1021,2,3,3,5,2,1,negative
1022,2,3,3,5,2,2,negative
1023,2,3,3,5,2,3,negative
1024,2,3,3,5,3,1,negative
1025,2,3,3,5,3,2,negative
1026,2,3,3,5,3,3,negative
1027,2,3,4,2,1,1,negative
1028,2,3,4,2,1,2,negative
1029,2,3,4,2,1,3,negative
1030,2,3,4,2,2,1,negative
1031,2,3,4,2,2,2,negative
1032,2,3,4,2,2,3,negative
1033,2,3,4,2,3,1,negative
1034,2,3,4,2,3,2,negative
1035,2,3,4,2,3,3,negative
1036,2,3,4,4,1,1,negative
1037,2,3,4,4,1,2,negative
1038,2,3,4,4,1,3,negative
1039,2,3,4,4,2,1,negative
1040,2,3,4,4,2,2,negative
1041,2,3,4,4,2,3,negative
1042,2,3,4,4,3,1,negative
1043,2,3,4,4,3,2,negative
1044,2,3,4,4,3,3,negative
1045,2,3,4,5,1,1,negative
1046,2,3,4,5,1,2,negative
1047,2,3,4,5,1,3,negative
1048,2,3,4,5,2,1,negative
1049,2,3,4,5,2,2,negative
1050,2,3,4,5,2,3,negative
1051,2,3,4,5,3,1,negative
1052,2,3,4,5,3,2,negative
1053,2,3,4,5,3,3,negative
1054,2,3,5,2,1,1,negative
1055,2,3,5,2,1,2,negative
1056,2,3,5,2,1,3,negative
1057,2,3,5,2,2,1,negative
1058,2,3,5,2,2,2,negative
1059,2,3,5,2,2,3,negative
1060,2,3,5,2,3,1,negative
1061,2,3,5,2,3,2,negative
1062,2,3,5,2,3,3,negative
1063,2,3,5,4,1,1,negative
1064,2,3,5,4,1,2,negative
1065,2,3,5,4,1,3,negative
1066,2,3,5,4,2,1,negative
1067,2,3,5,4,2,2,negative
1068,2,3,5,4,2,3,negative
1069,2,3,5,4,3,1,negative
1070,2,3,5,4,3,2,negative
1071,2,3,5,4,3,3,negative
1072,2,3,5,5,1,1,negative
1073,2,3,5,5,1,2,negative
1074,2,3,5,5,1,3,negative
1075,2,3,5,5,2,1,negative
1076,2,3,5,5,2,2,negative
1077,2,3,5,5,2,3,negative
1078,2,3,5,5,3,1,negative
1079,2,3,5,5,3,2,negative
1080,2,3,5,5,3,3,negative
1081,2,2,2,2,1,1,negative
1082,2,2,2,2,1,2,negative
1083,2,2,2,2,1,3,negative
1084,2,2,2,2,2,1,negative
1085,2,2,2,2,2,2,negative
1086,2,2,2,2,2,3,negative
1087,2,2,2,2,3,1,negative
1088,2,2,2,2,3,2,negative
1089,2,2,2,2,3,3,negative
1090,2,2,2,4,1,1,negative
1091,2,2,2,4,1,2,negative
1092,2,2,2,4,1,3,negative
1093,2,2,2,4,2,1,negative
1094,2,2,2,4,2,2,negative
1095,2,2,2,4,2,3,negative
1096,2,2,2,4,3,1,negative
1097,2,2,2,4,3,2,negative
1098,2,2,2,4,3,3,negative
1099,2,2,2,5,1,1,negative
1100,2,2,2,5,1,2,negative
1101,2,2,2,5,1,3,negative
1102,2,2,2,5,2,1,negative
1103,2,2,2,5,2,2,negative
1104,2,2,2,5,2,3,negative
1105,2,2,2,5,3,1,negative
1106,2,2,2,5,3,2,negative
1107,2,2,2,5,3,3,negative
1108,2,2,3,2,1,1,negative
1109,2,2,3,2,1,2,negative
1110,2,2,3,2,1,3,negative
1111,2,2,3,2,2,1,negative
1112,2,2,3,2,2,2,negative
1113,2,2,3,2,2,3,negative
1114,2,2,3,2,3,1,negative
1115,2,2,3,2,3,2,negative
1116,2,2,3,2,3,3,negative
1117,2,2,3,4,1,1,negative
1118,2,2,3,4,1,2,negative
1119,2,2,3,4,1,3,negative
1120,2,2,3,4,2,1,negative
1121,2,2,3,4,2,2,negative
1122,2,2,3,4,2,3,negative
1123,2,2,3,4,3,1,negative
1124,2,2,3,4,3,2,negative
1125,2,2,3,4,3,3,negative
1126,2,2,3,5,1,1,negative
1127,2,2,3,5,1,2,negative
1128,2,2,3,5,1,3,negative
1129,2,2,3,5,2,1,negative
1130,2,2,3,5,2,2,negative
1131,2,2,3,5,2,3,negative
1132,2,2,3,5,3,1,negative
1133,2,2,3,5,3,2,negative
1134,2,2,3,5,3,3,negative
1135,2,2,4,2,1,1,negative
1136,2,2,4,2,1,2,negative
1137,2,2,4,2,1,3,negative
1138,2,2,4,2,2,1,negative
1139,2,2,4,2,2,2,negative
1140,2,2,4,2,2,3,negative
1141,2,2,4,2,3,1,negative
1142,2,2,4,2,3,2,negative
1143,2,2,4,2,3,3,negative
1144,2,2,4,4,1,1,negative
1145,2,2,4,4,1,2,negative
1146,2,2,4,4,1,3,negative
1147,2,2,4,4,2,1,negative
1148,2,2,4,4,2,2,negative
1149,2,2,4,4,2,3,negative
1150,2,2,4,4,3,1,negative
1151,2,2,4,4,3,2,negative
1152,2,2,4,4,3,3,negative
1153,2,2,4,5,1,1,negative
1154,2,2,4,5,1,2,negative
1155,2,2,4,5,1,3,negative
1156,2,2,4,5,2,1,negative
1157,2,2,4,5,2,2,negative
1158,2,2,4,5,2,3,negative
1159,2,2,4,5,3,1,negative
1160,2,2,4,5,3,2,negative
1161,2,2,4,5,3,3,negative
1162,2,2,5,2,1,1,negative
1163,2,2,5,2,1,2,negative
1164,2,2,5,2,1,3,negative
1165,2,2,5,2,2,1,negative
1166,2,2,5,2,2,2,negative
1167,2,2,5,2,2,3,negative
1168,2,2,5,2,3,1,negative
1169,2,2,5,2,3,2,negative
1170,2,2,5,2,3,3,negative
1171,2,2,5,4,1,1,negative
1172,2,2,5,4,1,2,negative
1173,2,2,5,4,1,3,negative
1174,2,2,5,4,2,1,negative
1175,2,2,5,4,2,2,negative
1176,2,2,5,4,2,3,negative
1177,2,2,5,4,3,1,negative
1178,2,2,5,4,3,2,negative
1179,2,2,5,4,3,3,negative
1180,2,2,5,5,1,1,negative
1181,2,2,5,5,1,2,negative
1182,2,2,5,5,1,3,negative
1183,2,2,5,5,2,1,negative
1184,2,2,5,5,2,2,negative
1185,2,2,5,5,2,3,negative
1186,2,2,5,5,3,1,negative
1187,2,2,5,5,3,2,negative
1188,2,2,5,5,3,3,negative
1189,2,1,2,2,1,1,negative
1190,2,1,2,2,1,2,negative
1191,2,1,2,2,1,3,negative
1192,2,1,2,2,2,1,negative
1193,2,1,2,2,2,2,negative
1194,2,1,2,2,2,3,negative
1195,2,1,2,2,3,1,negative
1196,2,1,2,2,3,2,negative
1197,2,1,2,2,3,3,negative
1198,2,1,2,4,1,1,negative
1199,2,1,2,4,1,2,negative
1200,2,1,2,4,1,3,positive
1201,2,1,2,4,2,1,negative
1202,2,1,2,4,2,2,negative
1203,2,1,2,4,2,3,positive
1204,2,1,2,4,3,1,negative
1205,2,1,2,4,3,2,positive
1206,2,1,2,4,3,3,negative
1207,2,1,2,5,1,1,negative
1208,2,1,2,5,1,2,negative
1209,2,1,2,5,1,3,negative
1210,2,1,2,5,2,1,negative
1211,2,1,2,5,2,2,negative
1212,2,1,2,5,2,3,positive
1213,2,1,2,5,3,1,negative
1214,2,1,2,5,3,2,positive
1215,2,1,2,5,3,3,negative
1216,2,1,3,2,1,1,negative
1217,2,1,3,2,1,2,negative
1218,2,1,3,2,1,3,negative
1219,2,1,3,2,2,1,negative
1220,2,1,3,2,2,2,negative
1221,2,1,3,2,2,3,negative
1222,2,1,3,2,3,1,negative
1223,2,1,3,2,3,2,negative
1224,2,1,3,2,3,3,negative
1225,2,1,3,4,1,1,negative
1226,2,1,3,4,1,2,negative
1227,2,1,3,4,1,3,positive
1228,2,1,3,4,2,1,negative
1229,2,1,3,4,2,2,negative
1230,2,1,3,4,2,3,positive
1231,2,1,3,4,3,1,negative
1232,2,1,3,4,3,2,positive
1233,2,1,3,4,3,3,negative
1234,2,1,3,5,1,1,negative
1235,2,1,3,5,1,2,negative
1236,2,1,3,5,1,3,positive
1237,2,1,3,5,2,1,negative
1238,2,1,3,5,2,2,positive
1239,2,1,3,5,2,3,negative
1240,2,1,3,5,3,1,negative
1241,2,1,3,5,3,2,positive
1242,2,1,3,5,3,3,negative
1243,2,1,4,2,1,1,negative
1244,2,1,4,2,1,2,negative
1245,2,1,4,2,1,3,negative
1246,2,1,4,2,2,1,negative
1247,2,1,4,2,2,2,negative
1248,2,1,4,2,2,3,negative
1249,2,1,4,2,3,1,negative
1250,2,1,4,2,3,2,negative
1251,2,1,4,2,3,3,negative
1252,2,1,4,4,1,1,negative
1253,2,1,4,4,1,2,negative
1254,2,1,4,4,1,3,positive
1255,2,1,4,4,2,1,negative
1256,2,1,4,4,2,2,positive
1257,2,1,4,4,2,3,negative
1258,2,1,4,4,3,1,negative
1259,2,1,4,4,3,2,positive
1260,2,1,4,4,3,3,negative
1261,2,1,4,5,1,1,negative
1262,2,1,4,5,1,2,negative
1263,2,1,4,5,1,3,positive
1264,2,1,4,5,2,1,negative
1265,2,1,4,5,2,2,positive
1266,2,1,4,5,2,3,negative
1267,2,1,4,5,3,1,negative
1268,2,1,4,5,3,2,positive
1269,2,1,4,5,3,3,negative
1270,2,1,5,2,1,1,negative
1271,2,1,5,2,1,2,negative
1272,2,1,5,2,1,3,negative
1273,2,1,5,2,2,1,negative
1274,2,1,5,2,2,2,negative
1275,2,1,5,2,2,3,negative
1276,2,1,5,2,3,1,negative
1277,2,1,5,2,3,2,negative
1278,2,1,5,2,3,3,negative
1279,2,1,5,4,1,1,negative
1280,2,1,5,4,1,2,negative
1281,2,1,5,4,1,3,positive
1282,2,1,5,4,2,1,negative
1283,2,1,5,4,2,2,positive
1284,2,1,5,4,2,3,negative
1285,2,1,5,4,3,1,negative
1286,2,1,5,4,3,2,positive
1287,2,1,5,4,3,3,negative
1288,2,1,5,5,1,1,negative
1289,2,1,5,5,1,2,negative
1290,2,1,5,5,1,3,positive
1291,2,1,5,5,2,1,negative
1292,2,1,5,5,2,2,positive
1293,2,1,5,5,2,3,negative
1294,2,1,5,5,3,1,negative
1295,2,1,5,5,3,2,positive
1296,2,1,5,5,3,3,negative
1297,1,4,2,2,1,1,negative
1298,1,4,2,2,1,2,negative
1299,1,4,2,2,1,3,negative
1300,1,4,2,2,2,1,negative
1301,1,4,2,2,2,2,negative
1302,1,4,2,2,2,3,negative
1303,1,4,2,2,3,1,negative
1304,1,4,2,2,3,2,negative
1305,1,4,2,2,3,3,negative
1306,1,4,2,4,1,1,negative
1307,1,4,2,4,1,2,negative
1308,1,4,2,4,1,3,negative
1309,1,4,2,4,2,1,negative
1310,1,4,2,4,2,2,negative
1311,1,4,2,4,2,3,negative
1312,1,4,2,4,3,1,negative
1313,1,4,2,4,3,2,negative
1314,1,4,2,4,3,3,negative
1315,1,4,2,5,1,1,negative
1316,1,4,2,5,1,2,negative
1317,1,4,2,5,1,3,negative
1318,1,4,2,5,2,1,negative
1319,1,4,2,5,2,2,negative
1320,1,4,2,5,2,3,negative
1321,1,4,2,5,3,1,negative
1322,1,4,2,5,3,2,negative
1323,1,4,2,5,3,3,negative
1324,1,4,3,2,1,1,negative
1325,1,4,3,2,1,2,negative
1326,1,4,3,2,1,3,negative
1327,1,4,3,2,2,1,negative
1328,1,4,3,2,2,2,negative
1329,1,4,3,2,2,3,negative
1330,1,4,3,2,3,1,negative
1331,1,4,3,2,3,2,negative
1332,1,4,3,2,3,3,negative
1333,1,4,3,4,1,1,negative
1334,1,4,3,4,1,2,negative
1335,1,4,3,4,1,3,negative
1336,1,4,3,4,2,1,negative
1337,1,4,3,4,2,2,negative
1338,1,4,3,4,2,3,negative
1339,1,4,3,4,3,1,negative
1340,1,4,3,4,3,2,negative
1341,1,4,3,4,3,3,negative
1342,1,4,3,5,1,1,negative
1343,1,4,3,5,1,2,negative
1344,1,4,3,5,1,3,negative
1345,1,4,3,5,2,1,negative
1346,1,4,3,5,2,2,negative
1347,1,4,3,5,2,3,negative
1348,1,4,3,5,3,1,negative
1349,1,4,3,5,3,2,negative
1350,1,4,3,5,3,3,negative
1351,1,4,4,2,1,1,negative
1352,1,4,4,2,1,2,negative
1353,1,4,4,2,1,3,negative
1354,1,4,4,2,2,1,negative
1355,1,4,4,2,2,2,negative
1356,1,4,4,2,2,3,negative
1357,1,4,4,2,3,1,negative
1358,1,4,4,2,3,2,negative
1359,1,4,4,2,3,3,negative
1360,1,4,4,4,1,1,negative
1361,1,4,4,4,1,2,negative
1362,1,4,4,4,1,3,negative
1363,1,4,4,4,2,1,negative
1364,1,4,4,4,2,2,negative
1365,1,4,4,4,2,3,negative
1366,1,4,4,4,3,1,negative
1367,1,4,4,4,3,2,negative
1368,1,4,4,4,3,3,negative
1369,1,4,4,5,1,1,negative
1370,1,4,4,5,1,2,negative
1371,1,4,4,5,1,3,negative
1372,1,4,4,5,2,1,negative
1373,1,4,4,5,2,2,negative
1374,1,4,4,5,2,3,negative
1375,1,4,4,5,3,1,negative
1376,1,4,4,5,3,2,negative
1377,1,4,4,5,3,3,negative
1378,1,4,5,2,1,1,negative
1379,1,4,5,2,1,2,negative
1380,1,4,5,2,1,3,negative
1381,1,4,5,2,2,1,negative
1382,1,4,5,2,2,2,negative
1383,1,4,5,2,2,3,negative
1384,1,4,5,2,3,1,negative
1385,1,4,5,2,3,2,negative
1386,1,4,5,2,3,3,negative
1387,1,4,5,4,1,1,negative
1388,1,4,5,4,1,2,negative
1389,1,4,5,4,1,3,negative
1390,1,4,5,4,2,1,negative
1391,1,4,5,4,2,2,negative
1392,1,4,5,4,2,3,negative
1393,1,4,5,4,3,1,negative
1394,1,4,5,4,3,2,negative
1395,1,4,5,4,3,3,negative
1396,1,4,5,5,1,1,negative
1397,1,4,5,5,1,2,negative
1398,1,4,5,5,1,3,negative
1399,1,4,5,5,2,1,negative
1400,1,4,5,5,2,2,negative
1401,1,4,5,5,2,3,negative
1402,1,4,5,5,3,1,negative
1403,1,4,5,5,3,2,negative
1404,1,4,5,5,3,3,negative
1405,1,3,2,2,1,1,negative
1406,1,3,2,2,1,2,negative
1407,1,3,2,2,1,3,negative
1408,1,3,2,2,2,1,negative
1409,1,3,2,2,2,2,negative
1410,1,3,2,2,2,3,negative
1411,1,3,2,2,3,1,negative
1412,1,3,2,2,3,2,negative
1413,1,3,2,2,3,3,negative
1414,1,3,2,4,1,1,negative
1415,1,3,2,4,1,2,negative
1416,1,3,2,4,1,3,negative
1417,1,3,2,4,2,1,negative
1418,1,3,2,4,2,2,negative
1419,1,3,2,4,2,3,negative
1420,1,3,2,4,3,1,negative
1421,1,3,2,4,3,2,negative
1422,1,3,2,4,3,3,negative
1423,1,3,2,5,1,1,negative
1424,1,3,2,5,1,2,negative
1425,1,3,2,5,1,3,negative
1426,1,3,2,5,2,1,negative
1427,1,3,2,5,2,2,negative
1428,1,3,2,5,2,3,negative
1429,1,3,2,5,3,1,negative
1430,1,3,2,5,3,2,negative
1431,1,3,2,5,3,3,negative
1432,1,3,3,2,1,1,negative
1433,1,3,3,2,1,2,negative
1434,1,3,3,2,1,3,negative
1435,1,3,3,2,2,1,negative
1436,1,3,3,2,2,2,negative
1437,1,3,3,2,2,3,negative
1438,1,3,3,2,3,1,negative
1439,1,3,3,2,3,2,negative
1440,1,3,3,2,3,3,negative
1441,1,3,3,4,1,1,negative
1442,1,3,3,4,1,2,negative
1443,1,3,3,4,1,3,negative
1444,1,3,3,4,2,1,negative
1445,1,3,3,4,2,2,negative
1446,1,3,3,4,2,3,negative
1447,1,3,3,4,3,1,negative
1448,1,3,3,4,3,2,negative
1449,1,3,3,4,3,3,negative
1450,1,3,3,5,1,1,negative
1451,1,3,3,5,1,2,negative
1452,1,3,3,5,1,3,negative
1453,1,3,3,5,2,1,negative
1454,1,3,3,5,2,2,negative
1455,1,3,3,5,2,3,negative
1456,1,3,3,5,3,1,negative
1457,1,3,3,5,3,2,negative
1458,1,3,3,5,3,3,negative
1459,1,3,4,2,1,1,negative
1460,1,3,4,2,1,2,negative
1461,1,3,4,2,1,3,negative
1462,1,3,4,2,2,1,negative
1463,1,3,4,2,2,2,negative
1464,1,3,4,2,2,3,negative
1465,1,3,4,2,3,1,negative
1466,1,3,4,2,3,2,negative
1467,1,3,4,2,3,3,negative
1468,1,3,4,4,1,1,negative
1469,1,3,4,4,1,2,negative
1470,1,3,4,4,1,3,negative
1471,1,3,4,4,2,1,negative
1472,1,3,4,4,2,2,negative
1473,1,3,4,4,2,3,negative
1474,1,3,4,4,3,1,negative
1475,1,3,4,4,3,2,negative
1476,1,3,4,4,3,3,negative
1477,1,3,4,5,1,1,negative
1478,1,3,4,5,1,2,negative
1479,1,3,4,5,1,3,negative
1480,1,3,4,5,2,1,negative
1481,1,3,4,5,2,2,negative
1482,1,3,4,5,2,3,negative
1483,1,3,4,5,3,1,negative
1484,1,3,4,5,3,2,negative
1485,1,3,4,5,3,3,negative
1486,1,3,5,2,1,1,negative
1487,1,3,5,2,1,2,negative
1488,1,3,5,2,1,3,negative
1489,1,3,5,2,2,1,negative
1490,1,3,5,2,2,2,negative
1491,1,3,5,2,2,3,negative
1492,1,3,5,2,3,1,negative
1493,1,3,5,2,3,2,negative
1494,1,3,5,2,3,3,negative
1495,1,3,5,4,1,1,negative
1496,1,3,5,4,1,2,negative
1497,1,3,5,4,1,3,negative
1498,1,3,5,4,2,1,negative
1499,1,3,5,4,2,2,negative
1500,1,3,5,4,2,3,negative
1501,1,3,5,4,3,1,negative
1502,1,3,5,4,3,2,negative
1503,1,3,5,4,3,3,negative
1504,1,3,5,5,1,1,negative
1505,1,3,5,5,1,2,negative
1506,1,3,5,5,1,3,negative
1507,1,3,5,5,2,1,negative
1508,1,3,5,5,2,2,negative
1509,1,3,5,5,2,3,negative
1510,1,3,5,5,3,1,negative
1511,1,3,5,5,3,2,negative
1512,1,3,5,5,3,3,negative
1513,1,2,2,2,1,1,negative
1514,1,2,2,2,1,2,negative
1515,1,2,2,2,1,3,negative
1516,1,2,2,2,2,1,negative
1517,1,2,2,2,2,2,negative
1518,1,2,2,2,2,3,negative
1519,1,2,2,2,3,1,negative
1520,1,2,2,2,3,2,negative
1521,1,2,2,2,3,3,negative
1522,1,2,2,4,1,1,negative
1523,1,2,2,4,1,2,negative
1524,1,2,2,4,1,3,positive
1525,1,2,2,4,2,1,negative
1526,1,2,2,4,2,2,negative
1527,1,2,2,4,2,3,positive
1528,1,2,2,4,3,1,negative
1529,1,2,2,4,3,2,positive
1530,1,2,2,4,3,3,negative
1531,1,2,2,5,1,1,negative
1532,1,2,2,5,1,2,negative
1533,1,2,2,5,1,3,negative
1534,1,2,2,5,2,1,negative
1535,1,2,2,5,2,2,negative
1536,1,2,2,5,2,3,positive
1537,1,2,2,5,3,1,negative
1538,1,2,2,5,3,2,positive
1539,1,2,2,5,3,3,negative
1540,1,2,3,2,1,1,negative
1541,1,2,3,2,1,2,negative
1542,1,2,3,2,1,3,negative
1543,1,2,3,2,2,1,negative
1544,1,2,3,2,2,2,negative
1545,1,2,3,2,2,3,negative
1546,1,2,3,2,3,1,negative
1547,1,2,3,2,3,2,negative
1548,1,2,3,2,3,3,negative
1549,1,2,3,4,1,1,negative
1550,1,2,3,4,1,2,negative
1551,1,2,3,4,1,3,positive
1552,1,2,3,4,2,1,negative
1553,1,2,3,4,2,2,negative
1554,1,2,3,4,2,3,positive
1555,1,2,3,4,3,1,negative
1556,1,2,3,4,3,2,positive
1557,1,2,3,4,3,3,negative
1558,1,2,3,5,1,1,negative
1559,1,2,3,5,1,2,negative
1560,1,2,3,5,1,3,positive
1561,1,2,3,5,2,1,negative
1562,1,2,3,5,2,2,positive
1563,1,2,3,5,2,3,negative
1564,1,2,3,5,3,1,negative
1565,1,2,3,5,3,2,positive
1566,1,2,3,5,3,3,negative
1567,1,2,4,2,1,1,negative
1568,1,2,4,2,1,2,negative
1569,1,2,4,2,1,3,negative
1570,1,2,4,2,2,1,negative
1571,1,2,4,2,2,2,negative
1572,1,2,4,2,2,3,negative
1573,1,2,4,2,3,1,negative
1574,1,2,4,2,3,2,negative
1575,1,2,4,2,3,3,negative
1576,1,2,4,4,1,1,negative
1577,1,2,4,4,1,2,negative
1578,1,2,4,4,1,3,positive
1579,1,2,4,4,2,1,negative
1580,1,2,4,4,2,2,positive
1581,1,2,4,4,2,3,negative
1582,1,2,4,4,3,1,negative
1583,1,2,4,4,3,2,positive
1584,1,2,4,4,3,3,negative
1585,1,2,4,5,1,1,negative
1586,1,2,4,5,1,2,negative
1587,1,2,4,5,1,3,positive
1588,1,2,4,5,2,1,negative
1589,1,2,4,5,2,2,positive
1590,1,2,4,5,2,3,negative
1591,1,2,4,5,3,1,negative
1592,1,2,4,5,3,2,positive
1593,1,2,4,5,3,3,negative
1594,1,2,5,2,1,1,negative
1595,1,2,5,2,1,2,negative
1596,1,2,5,2,1,3,negative
1597,1,2,5,2,2,1,negative
1598,1,2,5,2,2,2,negative
1599,1,2,5,2,2,3,negative
1600,1,2,5,2,3,1,negative
1601,1,2,5,2,3,2,negative
1602,1,2,5,2,3,3,negative
1603,1,2,5,4,1,1,negative
1604,1,2,5,4,1,2,negative
1605,1,2,5,4,1,3,positive
1606,1,2,5,4,2,1,negative
